id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
958,"Bright, Modern Garden Unit - 1BR/1BTH",1169,Holly,,Western Addition,37.77028,-122.43317,Entire home/apt,161,2,314,2021-11-19,3.60,1,126,43,City Registration Pending
5858,Creative Sanctuary,8904,Philip And Tania,,Bernal Heights,37.74474,-122.42089,Entire home/apt,235,30,111,2015-08-28,0.76,1,365,0,
7918,A Friendly Room - UCSF/USF - San Francisco,21994,Aaron,,Haight Ashbury,37.76555,-122.45213,Private room,56,32,19,2020-03-06,0.17,9,365,0,
8142,Friendly Room Apt. Style -UCSF/USF - San Francisco,21994,Aaron,,Haight Ashbury,37.76555,-122.45213,Private room,56,32,8,2017-08-12,0.10,9,365,0,
8339,Historic Alamo Square Victorian,24215,Rosy,,Western Addition,37.77564,-122.43642,Entire home/apt,895,7,28,2019-06-28,0.19,2,364,0,STR-0000264
8739,"Mission Sunshine, with Private Bath",7149,Ivan & Wendy,,Mission,37.7603,-122.42197,Private room,169,13,736,2021-08-04,7.03,2,171,1,STR-0000028
10251,Victorian Suite in Inner Mission,35199,Roman & Sarah,,Mission,37.75831,-122.41386,Entire home/apt,150,30,341,2021-11-13,2.90,1,334,4,STR-0001558
10578,Classic Nob Hill Studio - Roof Deck,37049,Andrew,,Nob Hill,37.79249,-122.41499,Entire home/apt,120,30,18,2015-05-17,0.15,1,212,0,
10820,Haight Buena Vista Park Garden 3BR,38836,Bernat,,Haight Ashbury,37.77025,-122.43836,Entire home/apt,170,30,38,2018-09-08,0.38,27,364,1,
10824,Victorian House in Hayes Valley - 3BED-2BA,38836,Bernat,,Western Addition,37.77424,-122.42441,Entire home/apt,166,30,15,2019-08-18,0.13,27,0,0,
10832,Union Square Modern Loft,38836,Bernat,,Downtown/Civic Center,37.78527,-122.40861,Entire home/apt,116,30,20,2019-11-12,0.31,27,365,0,
11490,Cozy Nob Hill Nook 2BR 1BA mo rental w parking,42681,Rachael,,Nob Hill,37.7914,-122.41149,Entire home/apt,135,30,41,2014-12-18,0.32,1,176,0,
12041,Sunny/Sunset view room UCSF/USF - San Francisco,21994,Aaron,,Haight Ashbury,37.76901,-122.44701,Private room,65,32,6,2018-09-20,0.10,9,365,0,
12042,Sunny/Sunset view room UCSF/USF - San Francisco,21994,Aaron,,Haight Ashbury,37.76932,-122.44723,Private room,65,32,5,2015-10-18,0.05,9,365,0,
12522,Perfectly located Castro,18431,Brenda,,Castro/Upper Market,37.76237,-122.42992,Private room,79,3,427,2020-02-18,5.78,1,5,0,STR-0000057
18231,Loft-like Apt./Garden (monthly only available),70224,Arlene Helfand,,Noe Valley,37.74916,-122.42971,Entire home/apt,84,30,65,2021-11-29,0.64,1,180,2,
18904,Lower Haight Urban Zen With Private Bath,72464,Patrick,,Western Addition,37.77247,-122.43301,Private room,110,3,414,2020-03-10,3.64,1,75,0,STR-0000094
21334,Studio loft on top of Russian Hill,81455,Joe,,Nob Hill,37.7962,-122.41562,Entire home/apt,130,30,122,2021-11-14,2.18,1,318,3,City registration pending
23630,Castro Guest Suite With Continental Breakfast,93257,Daniel,,Castro/Upper Market,37.75818,-122.44153,Entire home/apt,155,3,412,2020-03-17,4.65,1,156,0,STR-0000205
24463,"Potrero Hill ""Nest"" Quiet, Comfy & Convenient",99128,Cathryn,,Potrero Hill,37.75565,-122.40125,Private room,154,2,314,2021-09-19,2.77,2,150,5,STR-0000036
24723,Guest Suite in PacHeights,100800,Cynthia,,Pacific Heights,37.78897,-122.43376,Entire home/apt,189,4,359,2021-11-30,2.66,2,32,27,Pending Application
25094,San Francisco's Luxury Oasis Private Room On Noe,103339,Bruce,,Glen Park,37.74159,-122.43159,Private room,160,5,50,2021-11-02,1.68,1,353,8,STR-0002528
27025,Modernized Edwardian Apartment in the Castro/Eureka Valley,115673,Luis,,Castro/Upper Market,37.76096,-122.43155,Entire home/apt,119,30,133,2019-09-15,1.63,1,125,0,STR-0000128
27028,Secret Mission Garden,7149,Ivan & Wendy,,Mission,37.76005,-122.42208,Private room,180,1,26,2019-11-21,0.33,2,0,0,STR-0000028
29373,Sunny house with garden,126263,Cecilia,,Bernal Heights,37.73871,-122.41167,Entire home/apt,164,4,17,2020-01-21,0.26,2,0,0,STR-0000280
29557,gigi's bed and breakfast,126036,Gigi,,Outer Richmond,37.77885,-122.50534,Entire home/apt,175,2,87,2021-11-08,0.86,1,299,18,STR-0001135
32414,"Cozy, Sunny and Private Space",140251,Lisa,,Bernal Heights,37.74038,-122.41327,Entire home/apt,150,30,94,2019-09-29,1.00,1,125,0,City registration pending
33578,Potrero Hill Garden Lookout,145258,Kepa,,Potrero Hill,37.76451,-122.39643,Entire home/apt,270,1,639,2021-11-20,6.82,2,334,41,STR-0000073
39174,Bette's New Place,127367,Annette,,Mission,37.74918,-122.42478,Entire home/apt,107,30,22,2021-08-13,0.20,17,365,1,
39418,"Comfortable Home Base, Bernal Heights",169184,Therese And Nelson,,Bernal Heights,37.741,-122.42018,Entire home/apt,73,60,22,2019-08-20,0.27,2,33,0,
40092,Cute Private Apt in the hip Mission,172182,Brian & Leah,,Mission,37.7617,-122.41887,Entire home/apt,107,30,100,2021-10-18,0.85,2,274,3,
41055,Quiet Cozy Castro Cottage,178043,Chas,,Castro/Upper Market,37.76123,-122.43326,Entire home/apt,163,3,59,2021-11-23,0.44,1,5,3,City Registration Pending
41172,Sue's Place in Bernal Heights,53314,Sue,,Bernal Heights,37.74132,-122.41818,Private room,125,3,277,2021-11-27,2.24,1,337,14,Pending Application
41423,Guest Cottage - SF,180715,Dana,,Glen Park,37.7369,-122.43451,Entire home/apt,125,30,153,2021-09-28,1.34,1,333,3,30 Day Minimum Stay Required
41609,Spacious Quiet SF Downtown Retreat,54299,Peter,,Downtown/Civic Center,37.78887,-122.41306,Entire home/apt,149,30,23,2021-11-07,0.17,1,313,6,
42577,Garden View Hideaway - PET FRIENDLY,127367,Annette,,Potrero Hill,37.75454,-122.38698,Entire home/apt,150,30,2,2017-08-20,0.02,17,364,0,
43732,Argent Alley Panorama,127367,Annette,,Twin Peaks,37.75283,-122.44411,Entire home/apt,120,30,5,2014-10-06,0.06,17,365,0,
44032,The Mission-100% Private,98733,David + Tina,,Mission,37.75158,-122.41158,Entire home/apt,120,30,295,2021-09-28,2.62,1,119,5,Monthly Only
44680,Cute Noe/Mission Apartment,196626,Paul,,Mission,37.75131,-122.42167,Entire home/apt,150,60,3,2010-10-04,0.02,1,173,0,
47682,One-bedroom apt.  Lafayette Park,216682,Jay,,Pacific Heights,37.79186,-122.42429,Entire home/apt,119,30,30,2021-05-27,0.22,9,358,2,
51557,Centrally Located Victorian Apartment,237200,Len,,Western Addition,37.7714,-122.42935,Entire home/apt,125,31,108,2020-09-20,0.84,1,357,0,
51773,Prime Location - Small Cozy Room,216682,Jay,,Pacific Heights,37.79373,-122.42507,Private room,43,30,165,2021-09-12,1.85,9,338,2,
53280,Large & sunny room with bath + yard,126263,Cecilia,,Bernal Heights,37.73805,-122.41165,Private room,95,3,145,2019-12-15,1.19,2,0,0,STR-0000280
53934,"Urban Rainbow: Artsy, Downtown Condo",252376,Megan,,Downtown/Civic Center,37.78786,-122.41618,Entire home/apt,130,30,236,2021-09-22,2.01,1,101,3,0000071
54518,Financial District Corporate Condo,255971,Kathy,,Financial District,37.79337,-122.40198,Entire home/apt,145,30,20,2021-11-19,0.16,1,306,1,
54634,Studio Apartment Lafayette Park,216682,Jay,,Pacific Heights,37.79352,-122.42649,Entire home/apt,96,30,46,2021-10-02,0.77,9,350,6,
55632,"❤️Stunning Luxury Apt, 5 star reviews, Laundry,",262875,Paul & Debbie,,Outer Richmond,37.77927,-122.48432,Entire home/apt,125,30,13,2021-03-28,0.10,3,247,1,
55636,"❤️ Super luxury Apt, Great View,  5 Star Reviews",262875,Paul & Debbie,,Twin Peaks,37.74778,-122.44566,Entire home/apt,116,30,27,2019-04-21,0.22,3,307,0,
56621,Prime Location - Large Private Room,216682,Jay,,Pacific Heights,37.79183,-122.42425,Private room,47,30,127,2019-08-24,1.02,9,250,0,
57479,Beautiful Alamo Park flat w deck,210882,Gaurav,,Western Addition,37.77434,-122.4373,Entire home/apt,500,30,153,2020-10-13,1.35,1,343,0,
57561,"Bernal Heights Apartment, Patio + Parking",272890,Theodore,,Bernal Heights,37.74684,-122.41548,Entire home/apt,178,30,218,2021-02-28,2.12,1,322,2,City registration pending
57676,"Bartlett Gardens: Spacious, bright!",142882,Jessica And Sebouh,,Mission,37.75758,-122.42043,Private room,99,30,122,2019-09-14,2.44,2,89,0,STR-0000875
59702,Garden Cottage Charming!,287136,Toby,,Bernal Heights,37.74188,-122.4127,Private room,150,30,192,2019-07-14,2.17,1,117,0,STR-0000109
59831,Lovely quiet private room in Home,287859,Lawrence,,Outer Sunset,37.75674,-122.49178,Private room,100,60,1,2011-05-23,0.01,1,0,0,
60365,Charming Victorian 3-Bedrms-2Baths + Free Parking!,279544,Emilie,,Western Addition,37.77034,-122.43594,Entire home/apt,450,4,228,2021-11-20,1.80,1,108,15,STR-0003775
62519,Lovely Room in Charming Edwardian,304426,Abhay,,Noe Valley,37.7422,-122.42996,Private room,85,2,37,2019-03-08,0.45,2,0,0,STR-0000261
63247,Lovely art suite with parking and yard,290120,Anne,,Mission,37.74921,-122.41422,Entire home/apt,164,2,395,2021-11-15,3.17,2,342,35,STR-0000315
64165,Great room in a fantastic location!,237691,Regina,,Marina,37.80284,-122.42839,Private room,105,30,70,2021-09-06,0.57,1,365,2,
66119,Large garden studio  apt. near Golden Gate Park,52862,Joe,,Outer Richmond,37.77737,-122.47985,Entire home/apt,90,30,100,2021-03-30,0.80,2,336,2,City registration pending
68239,Beautiful 1bdr apt by Dolores Park in Mission,337833,Philipp,,Mission,37.75393,-122.42505,Entire home/apt,326,30,42,2021-11-08,0.64,1,251,2,
69410,Private 1BR Inner Richmond Apt,347624,Patrick,,Inner Richmond,37.77585,-122.46413,Entire home/apt,80,30,58,2021-09-05,0.48,1,328,5,
69681,Panorama Pacific View - Pet Friendly,127367,Annette,,Outer Richmond,37.77505,-122.50776,Entire home/apt,185,30,8,2021-05-15,0.07,17,334,1,
70139,Noe Valley Eco-Escape +Maid Service,354456,Rachel,,Bernal Heights,37.74544,-122.42271,Entire home/apt,110,30,11,2021-08-07,0.11,1,334,1,
70753,Single Bed In 8 Bed Dorm Room #1,329072,James & Friends,,Financial District,37.7937,-122.40417,Shared room,45,1,404,2021-11-01,3.36,15,91,1,428539.0
71645,"Northslope Studio in Bernal Heights with a Zen, Leafy Patio",367464,Jeff,,Bernal Heights,37.74409,-122.40846,Entire home/apt,113,3,199,2021-12-02,3.06,1,155,47,STR-0001113
71779,スタジオアパート,368770,Fukuko,,Inner Richmond,37.77487,-122.46543,Entire home/apt,80,30,2,2011-09-30,0.02,1,359,0,
72365,Large loft studio in the center of SF. F1A,374909,Eric,,Western Addition,37.77489,-122.4322,Entire home/apt,90,30,70,2021-11-18,0.57,12,278,2,
72444,Single Bed In 8 Bed Dorm Room #2,329072,James & Friends,,Financial District,37.7937,-122.40417,Shared room,45,1,489,2021-11-14,5.24,15,73,57,428539.0
72921,Wonderful private 1 bedroom apt. F6,374909,Eric,,Western Addition,37.77487,-122.43221,Entire home/apt,100,30,53,2020-08-26,0.41,12,306,0,
74451,Views of SF from a nice studio F5,374909,Eric,,Western Addition,37.77497,-122.4323,Entire home/apt,100,30,25,2021-10-31,0.51,12,326,4,
77175,Social Distance Friendly Private Studio,395569,Tyler&Shoreh,,Glen Park,37.73711,-122.43525,Entire home/apt,129,3,326,2021-11-28,2.64,1,203,23,STR-0000227
78651,Heart of the Mission: Hot spot,142882,Jessica And Sebouh,,Mission,37.75585,-122.42081,Private room,85,30,92,2019-09-19,1.67,2,365,0,STR-0000875
80394,Hideaway in the Haight,126930,Abla,,Haight Ashbury,37.77065,-122.44433,Entire home/apt,135,30,27,2021-08-29,0.91,1,143,3,STR-0003597
81158,Sweet 1 br Garden Apartment -  Lewhit Cottage,439589,Brent,,Western Addition,37.78408,-122.44436,Entire home/apt,72,30,24,2021-09-18,0.54,1,230,2,
83257,Charming Lower Pac Hts Private Room,453743,Kimberly,,Western Addition,37.78353,-122.44369,Private room,90,30,100,2019-10-25,1.79,1,250,0,STR-0000187
91957,Sunny SF Flat with 5*s,495796,Joy,,Haight Ashbury,37.76114,-122.44929,Entire home/apt,225,30,95,2019-01-01,0.84,1,337,0,City registration pending
96383,Prime Location Bright Private Room,216682,Jay,,Pacific Heights,37.79359,-122.42421,Private room,49,30,140,2021-11-21,1.23,9,365,5,
99094,Spacious Edwardian Flat SF Mission,522225,Marzio,,Mission,37.76945,-122.42456,Entire home/apt,249,30,21,2021-08-21,0.23,1,40,8,STR-0002435
105497,Private Room in San Francisco!,547669,Jamie,,Outer Sunset,37.75699,-122.4973,Private room,90,45,4,2019-08-16,0.08,4,364,0,
109883,San Francisco Serenity/ lovely home,566147,Adam,,West of Twin Peaks,37.73241,-122.46432,Entire home/apt,140,2,412,2021-11-08,3.34,1,348,37,STR-0004737
110825,Charming Cottage with Bay View,568933,Michael,,Bayview,37.71664,-122.38981,Entire home/apt,120,30,9,2019-08-11,0.07,1,337,0,
114401,Room w/ a View in the Castro!,580606,George,,Castro/Upper Market,37.75939,-122.43051,Private room,115,1,618,2021-11-28,7.04,1,334,24,STR-0000045
115242,Telegraph Hill-Full Bay View.Updated 1br++.Parking,582450,Dawn,,North Beach,37.80599,-122.40943,Entire home/apt,130,30,15,2021-10-01,0.12,1,155,2,
121065,Victorian 1BR/1BA in Castro/Duboce,608445,Hassan,,Western Addition,37.77117,-122.43292,Entire home/apt,110,30,36,2017-06-21,0.34,2,61,0,
124011,Golden Gate Park/UCSF Family High-Tech Victorian,617985,Patrick,,Inner Sunset,37.76317,-122.47029,Entire home/apt,580,7,16,2021-09-30,0.18,1,298,5,STR-0001525
128230,Castro Sanctuary,634277,Maria,,Castro/Upper Market,37.75737,-122.43566,Entire home/apt,295,2,165,2021-08-27,1.33,1,309,9,STR-0001224
130775,Emergency happy room-sink  UCSF/USF-San Francisco,21994,Aaron,,Haight Ashbury,37.76555,-122.45213,Private room,56,32,11,2019-08-17,0.12,9,365,0,
132441,"Calm, Cool & Collected
on Sunny Bernal Hill",650862,Kurt,,Bernal Heights,37.73987,-122.4234,Private room,96,1,150,2021-11-01,1.53,1,165,16,STR-0000445
138221,Lone Mountain Pied A Terre,674976,Phil,,Inner Richmond,37.77664,-122.45586,Entire home/apt,104,30,78,2021-09-24,0.77,2,57,7,STR-0000110
138592,Modern Architectural Gem - 4 Bdrm,648553,Julie & Brad,,Noe Valley,37.75635,-122.42864,Entire home/apt,1250,5,30,2021-11-27,0.34,1,114,3,Pending Application
138772,Garden Studio,261304,Claire,,Castro/Upper Market,37.75848,-122.43246,Private room,150,5,78,2021-10-30,1.04,1,180,7,STR-0000356
142177,"Stylish, Spacious and Quiet Flat!",656263,Noreen,,Outer Richmond,37.7844,-122.47932,Entire home/apt,375,5,219,2021-11-21,2.17,1,194,13,STR-0002192
144043,Cozy Room in Eclectic SF Farmhouse!,698337,Emily,,Bernal Heights,37.74509,-122.4073,Private room,77,30,146,2019-05-11,1.48,3,0,0,City registration pending
144242,Lake Street Single Family Home,699215,Kate,,Inner Richmond,37.78546,-122.46148,Entire home/apt,495,3,20,2021-11-28,0.16,1,76,2,pending
144978,Prime Location - Small Basic Room,216682,Jay,,Pacific Heights,37.79233,-122.42431,Private room,53,30,120,2019-09-30,1.15,9,365,0,
147443,Best Views in all of San Francisco,709325,Mark,,Diamond Heights,37.74633,-122.44591,Entire home/apt,170,30,110,2021-08-07,1.44,5,357,1,STR-0000672
148627,Romantic Marina Garden Studio,709325,Mark,,Marina,37.79961,-122.42771,Entire home/apt,80,30,113,2021-10-03,0.96,5,261,2,
148769,Ground Floor Studio with Garage Parking,709325,Mark,,Twin Peaks,37.75045,-122.44956,Entire home/apt,70,30,92,2021-08-01,1.06,5,324,2,STR-0000672
150347,Cute Private 2Br Apt in the Mission with Parking!,172182,Brian & Leah,,Mission,37.75981,-122.4188,Entire home/apt,149,30,129,2021-08-18,1.15,2,326,4,
166771,DOWNEY STREET - Victorian Flat,794467,Patti,,Haight Ashbury,37.76973,-122.44695,Entire home/apt,132,30,165,2021-10-08,1.61,1,0,5,
175090,FINANCIAL DIST: Gino's Cozy Getaway,127367,Annette,,Financial District,37.79203,-122.40284,Entire home/apt,110,30,25,2021-10-09,0.27,17,328,1,
175102,FIN. DIST: Mario's Studio Penthouse,127367,Annette,,Chinatown,37.79175,-122.4045,Entire home/apt,135,30,52,2018-09-30,0.64,17,332,1,
183859,"Family-Friendly Flat In San Francisco, CA. USA",882283,Stephen,,Glen Park,37.73604,-122.43777,Entire home/apt,220,3,280,2021-11-30,2.51,1,324,24,STR-0000017
191632,Private Entrance Garden Studio,583207,Maria,,Haight Ashbury,37.77444,-122.44969,Entire home/apt,138,2,497,2020-03-15,5.03,1,0,0,STR-0000088
193292,Nice Rooms With Private 1/2 Bath,937281,Lauren&Sarah,,Noe Valley,37.75117,-122.42567,Private room,120,30,63,2013-10-09,0.63,1,156,0,
201313,Fully Furnished 1 bedroom apartment,1479964,James,,North Beach,37.80356,-122.40437,Entire home/apt,140,30,3,2021-06-26,0.07,18,187,1,
207980,"3 Bdrm City View Home w/Parking, deck,",1023546,Bruce,,Diamond Heights,37.74325,-122.43756,Entire home/apt,295,2,478,2021-11-14,4.22,1,240,54,STR-0000023
208714,Cozy fully furnished one bedroom apartment in SF,1027819,Ac,,Downtown/Civic Center,37.78897,-122.41245,Entire home/apt,199,30,78,2018-01-11,0.63,1,364,0,City registration pending
208831,Virtually Your Own Apt in Nth Beach,1028577,Peter,,Russian Hill,37.80121,-122.41339,Entire home/apt,160,3,526,2021-11-14,6.34,1,3,21,STR-0000318
209420,Luxury Modern Loft,1031942,Rachel,,South of Market,37.76996,-122.4038,Entire home/apt,225,30,5,2011-10-09,0.04,3,337,0,
209514,Haight Ashbury Experience Room 2,1032643,Josh,,Haight Ashbury,37.77255,-122.44985,Private room,68,1,529,2021-11-13,5.33,5,355,34,STR-0001099
211117,Spacious Garden-Level Apartment,1089812,Lisa,,Western Addition,37.77625,-122.42863,Entire home/apt,130,30,25,2021-06-30,0.33,1,322,1,
212783,Haight Ashbury Experience Room 1,1032643,Josh,,Haight Ashbury,37.77085,-122.44814,Private room,68,1,498,2021-11-04,4.41,5,362,32,STR-0001099
213532,Haight Ashbury Experience Room 4,1032643,Josh,,Haight Ashbury,37.77175,-122.45012,Private room,68,1,558,2021-11-20,6.03,5,339,38,STR-0001099
217106,Great Ashbury Studio in SF  A3,374909,Eric,,Haight Ashbury,37.76551,-122.44614,Entire home/apt,90,30,50,2021-10-01,0.65,12,337,5,
218567,Balcony on Fillmore Street +Parking,1130612,Marin,,Western Addition,37.78618,-122.43209,Entire home/apt,200,30,87,2018-03-07,0.84,1,306,0,
220418,Haight Ashbury Experience Room 3,1032643,Josh,,Haight Ashbury,37.77031,-122.44948,Private room,68,1,476,2021-11-14,4.77,5,346,29,STR-0001099
229240,Single Bed In Dorm At Downtown Hostel #3,329072,James & Friends,,Financial District,37.7937,-122.40417,Shared room,35,1,368,2020-03-01,3.90,15,90,1,428539.0
229319,Bernal pied-à-terre,12798954,Anya,,Bernal Heights,37.73825,-122.41451,Entire home/apt,135,30,18,2016-01-19,0.23,2,0,0,
231129,Nob Hill Mini Mansion,1208533,Valentino,,Nob Hill,37.79278,-122.41007,Entire home/apt,1000,1,72,2020-03-16,0.64,2,348,0,City Registration Pending
231752,Mid-Century Garden Flat in Charming Upper Castro Victorian,691445,,,Castro/Upper Market,37.75751,-122.44016,Entire home/apt,250,30,82,2021-05-26,0.71,1,183,2,
232060,Lovely Private Suite Near UCSF- Monthly Only,1214006,Syl & Art,,Inner Sunset,37.75893,-122.4664,Entire home/apt,99,30,113,2017-09-25,0.97,1,337,0,30+ Rental Only
238204,Spacious SF Getaway Near The Ocean,1248132,"Jennifer, Maria , Andrew",,Parkside,37.74228,-122.50415,Entire home/apt,154,3,244,2021-10-24,2.19,1,340,25,STR-0000446
241235,Bed In 8 Bed Dorm Near Financial District #4,329072,James & Friends,,Financial District,37.7937,-122.40417,Shared room,38,1,330,2021-06-08,2.70,15,90,2,428539.0
245339,1 Bedroom near Ballet Symphony,1257432,Rebecca,,Downtown/Civic Center,37.78353,-122.41997,Entire home/apt,129,30,8,2018-09-16,0.08,22,326,0,
256176,Private entrance bd/bath by GG Park,976125,Eva,,Inner Richmond,37.77713,-122.456,Private room,100,2,382,2021-11-27,4.26,1,304,45,STR-0003678
258786,Room with Bay Views,698337,Emily,,Bernal Heights,37.74344,-122.4066,Private room,68,30,16,2019-02-25,0.14,3,0,0,PENDING
259621,Single Dorm Bed In Friendly Hostel Community #6,329072,James & Friends,,Financial District,37.7937,-122.40417,Shared room,38,1,264,2021-10-29,3.03,15,85,23,428539.0
259622,Single Dorm Bed In Friendly Hostel Community #5,329072,James & Friends,,Financial District,37.7937,-122.40417,Shared room,38,1,222,2021-08-03,2.49,15,88,2,428539.0
269463,Elegant Victorian Flat in Haight,1244308,Lawrence,,Haight Ashbury,37.76761,-122.45139,Entire home/apt,250,2,154,2021-11-01,2.98,1,57,14,STR-0000224
271602,Luxury Condo Downtown/ SoMa,1421296,Richard,,South of Market,37.77907,-122.40503,Entire home/apt,81,30,110,2021-09-07,0.92,1,203,5,STR-0000846
271647,"Private Room w/ 2 Queen Beds, Steps to Ocean Beach",1421509,Matthew,,Outer Sunset,37.75334,-122.50794,Private room,60,30,135,2021-02-14,1.68,2,0,1,STR-0000202
273530,"Sunny Potrero Townhouse ""Nest""",99128,Cathryn,,Potrero Hill,37.75533,-122.39927,Entire home/apt,339,4,34,2021-05-18,0.50,2,0,1,STR-0000036
274334,Newly remodeled clean/private bath,1434669,Ashli,,Outer Sunset,37.7517,-122.5051,Private room,79,3,99,2021-11-21,1.25,1,56,11,STR-0003516
279184,"Sunny 3 BR home in the Mission, great location",1456262,Justin,,Mission,37.75059,-122.41415,Entire home/apt,475,5,13,2019-07-03,0.14,2,0,0,STR-0002616
280549,Bungalow Rooms with Great Views,1454829,Luise,,West of Twin Peaks,37.73948,-122.44947,Private room,250,1,35,2018-07-09,0.34,1,337,0,STR-0000352
284117,"Cozy, Charming Cottage nestled in a Quiet Garden",1479905,Samantha,,Glen Park,37.74102,-122.42815,Entire home/apt,85,30,215,2021-11-16,2.17,2,88,5,STR-0002962
285499,Castro States Street View Penthouse,1479964,James,,Castro/Upper Market,37.76349,-122.4397,Entire home/apt,199,30,4,2020-08-22,0.05,18,178,0,
288213,Stylish Potrero Garden Flat for Two,1498483,Jared & Katherine,,Potrero Hill,37.75924,-122.38948,Entire home/apt,196,2,233,2021-11-28,3.20,1,306,35,STR-0000852
295240,Garden Apartment Oasis with Lush Greenery and a Hot Tub,1525192,Kristoffer,,Castro/Upper Market,37.76066,-122.44102,Entire home/apt,299,2,223,2021-11-27,2.88,1,269,37,STR-0000266
307837,"Lovely, garden studio apartment",1583952,Ellen,,Noe Valley,37.75314,-122.43724,Entire home/apt,169,7,66,2021-01-27,1.02,1,268,2,STR-0003332
308885,North Beach Best Location and View,1588855,Arbe,,Financial District,37.79739,-122.4052,Entire home/apt,90,30,112,2021-09-01,1.07,2,356,1,
314248,Pacific Heights 3 bedroom home,1614566,Sarah,,Pacific Heights,37.78946,-122.43538,Entire home/apt,325,30,50,2021-09-22,1.21,1,305,7,STR-0000133
314368,2BR North Beach - Perfect for Business or Leisure,1229762,Jason,,North Beach,37.80333,-122.40962,Entire home/apt,585,2,65,2021-11-15,1.57,1,148,21,STR-0003012
317121,Small but practical studio in SF,374909,Eric,,Haight Ashbury,37.76547,-122.44616,Entire home/apt,60,30,28,2021-09-30,0.24,12,196,1,
325478,Spacious & artsy 2br Dolores Park flat,1579337,Markus,,Mission,37.76122,-122.42319,Entire home/apt,325,30,142,2021-07-24,1.23,1,34,6,STR-0003787
326650,Lovely beautiful Apt Pac Fillmore,1670339,Je,,Western Addition,37.78457,-122.43177,Entire home/apt,199,30,32,2015-08-07,0.28,2,356,0,
329020,"The Clock Tower, circa 1907.",326840,Jorge,,South of Market,37.78377,-122.39275,Entire home/apt,250,30,6,2016-09-30,0.05,1,0,0,
330535,Victorian Flat amongst the Trees.,625762,Ryan And Lindsea,,Haight Ashbury,37.76699,-122.44643,Entire home/apt,150,30,115,2021-08-15,1.38,2,197,2,
338849,Best area Bright LARGE Beautiful,1670339,Je,,Western Addition,37.78599,-122.43232,Private room,59,30,3,2014-10-16,0.03,2,321,0,
342420,Large Victorian House in Castro,1737796,Elizabeth,,Castro/Upper Market,37.76235,-122.42969,Entire home/apt,662,4,19,2019-07-26,0.25,1,9,0,str-0001201
350479,"Sunny, garden view bedroom",1776403,Ken,,Mission,37.75783,-122.41063,Private room,65,7,46,2021-09-10,0.79,5,148,5,STR-0000166
353292,"Mid-Century Modern Flat, Central Locale",1789683,Tim,,Western Addition,37.77201,-122.4297,Private room,90,30,23,2020-02-16,0.88,1,186,0,STR-0003832
371595,"Private Garden Room- Near UCSF, Sutter Heath & DT",165574,Jonathan,,Presidio Heights,37.78146,-122.45619,Entire home/apt,60,30,245,2021-08-31,2.11,2,120,1,STR-0000138
379349,Best location in San Francisco,1901233,Miriam,,Haight Ashbury,37.76646,-122.44425,Entire home/apt,134,3,340,2021-11-16,3.64,1,290,38,STR-0000963
394575,Grand and Cozy 1920's SF Studio,1190192,Mike & Nic,,Bernal Heights,37.74131,-122.41179,Entire home/apt,129,6,448,2021-11-09,4.28,1,284,33,STR-0000920
400433,"Stylish Mission Condo, steps to Dolores Park",1583699,Tracy,,Mission,37.76015,-122.42098,Entire home/apt,355,2,38,2021-08-18,0.37,1,12,2,STR-0004071
409549,Bernal Village Small Town San Fran,684131,Mary,,Bernal Heights,37.73812,-122.41807,Entire home/apt,229,3,119,2021-11-30,1.17,1,61,27,STR-0000126
409560,Clean Well-lighted Place to Stay,2038517,Rennea,,Ocean View,37.72034,-122.46745,Private room,57,30,15,2019-08-31,0.18,1,179,0,
413663,Luxury PanoView NoeValley Penthouse,1371146,Alex,,Noe Valley,37.7488,-122.44064,Entire home/apt,189,30,72,2017-02-27,0.71,1,364,0,
415498,Prime Location - Studio Apartment,216682,Jay,,Pacific Heights,37.79395,-122.42609,Entire home/apt,89,30,27,2021-07-20,0.23,9,335,6,
423300,"Wild Garden unit  (coders' paradise, 1000 sq .ft.)",1776403,Ken,,Mission,37.75686,-122.41019,Entire home/apt,110,30,28,2021-08-17,0.25,5,299,5,STR-0000166
424846,San Francisco Pied-à-terre,2112291,Martha,,Inner Richmond,37.7835,-122.47445,Private room,421,2,230,2021-11-21,3.08,1,357,3,STR-0001079
431862,Penthouse Studio w Rooftop Deck!,1257432,Rebecca,,Downtown/Civic Center,37.78136,-122.42112,Entire home/apt,118,30,15,2021-11-05,0.23,22,334,4,
437385,Restful Room in a Condo with a Wood Fire,2172763,Melanie,,Outer Richmond,37.77902,-122.50376,Private room,111,3,289,2021-11-01,3.25,1,365,6,STR-0000204
438940,Classic Room in the Heart of The Castro,1841207,Craig,,Castro/Upper Market,37.758919,-122.434776,Private room,83,2,84,2021-11-27,0.94,1,71,14,STR-0001810
442349,Right in the middle living,2198022,Judith,,Western Addition,37.77528,-122.42706,Entire home/apt,150,30,20,2018-09-30,0.19,1,0,0,City registration pending
442397,OceanBeach2br2BathFreeParking!,2198311,Marianne,,Outer Sunset,37.7587,-122.5088,Entire home/apt,324,4,131,2020-03-12,1.28,1,0,0,STR-0002072
