id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
12835527,Live like a local and try tiny living,570963,Traci,,Bernal Heights,37.73782,-122.41694,Entire home/apt,85,3,312,2021-11-30,4.90,1,6,11,STR-0000960
12853799,Single Bed In 8 Bed Dorm At Fun Hostel #10,329072,James & Friends,,Financial District,37.79372,-122.40418,Shared room,38,1,112,2019-10-31,2.11,15,89,1,428539.0
12857011,Downtown Single Bed In Dorm At Fun Hostel #11,329072,James & Friends,,Financial District,37.79372,-122.40418,Shared room,38,1,125,2020-03-05,1.87,15,91,0,428539.0
12857087,Downtown Single Bed In 8 Bed Dorm At Hostel #12,329072,James & Friends,,Financial District,37.79372,-122.40418,Shared room,38,1,136,2021-07-13,3.13,15,90,2,428539.0
12857179,Bed In 8 Dorm At Pacific Tradewinds Hostel #13,329072,James & Friends,,Financial District,37.79372,-122.40418,Shared room,41,1,102,2020-02-07,1.59,15,90,0,428539.0
12857222,Downtown Hostel - Single Bed In 8 Bed Dorm #14,329072,James & Friends,,Financial District,37.79372,-122.40418,Shared room,38,1,137,2021-08-16,2.05,15,90,1,428539.0
12866962,Elegant Tudor Style Studio in Mission/Dolores,4430421,Landmark,,Mission,37.75404,-122.42388,Entire home/apt,98,30,3,2021-08-01,0.06,146,122,1,
12870849,Private Sunny Room in Bayview SF!,3967769,Zach,,Bayview,37.72942,-122.39175,Private room,70,30,38,2019-12-13,0.58,1,0,0,STR-0002681
12905538,"3b home, 2 patios + van size parking! Sleeps 8.",70717919,Freya,,Outer Sunset,37.74867,-122.48958,Entire home/apt,157,1,292,2021-11-29,5.55,1,115,73,STR-0002080
12910183,"Stunning garden Apt, With Bay View",12703126,Jeff,,Russian Hill,37.80418,-122.42042,Entire home/apt,130,30,6,2021-10-31,0.10,6,115,2,
12922728,Jr. 1BR Garden Apt. In Hot Bernal Heights!,40188449,Christie,,Bernal Heights,37.73887,-122.41898,Entire home/apt,76,30,20,2021-11-02,0.38,1,161,1,
12930338,Sunset Garden Room-Private Bath,70980027,Anna,,Outer Sunset,37.75196,-122.48953,Private room,100,1,260,2021-11-30,4.03,1,72,39,STR-0001659
12937848,Luxury 2bed/2bth Perfect for Family Relocation,723220,Helena,,South of Market,37.78893,-122.3905,Entire home/apt,300,31,0,,,1,364,0,
12954602,Unique Industrial Feel in Mission,3384322,Gianmatteo,,Mission,37.75013,-122.41813,Private room,135,3,114,2021-10-29,1.80,4,9,11,STR-0001549
12956379,Parkside Palace,2430503,Carlos,,Parkside,37.74064,-122.47945,Entire home/apt,300,30,1,2016-08-09,0.02,2,0,0,
12956380,Civic Center Views from a Contemporary City Pad and Parking,10764661,Carlos & Graciela,,Downtown/Civic Center,37.78152,-122.41871,Entire home/apt,125,30,20,2021-09-06,0.32,4,352,3,
12964066,Sunny Corner Room in Unique Industrial Residence,3384322,Gianmatteo,,Mission,37.7487,-122.41864,Private room,145,2,82,2021-12-01,1.27,4,18,12,STR-0001549
12981814,"Inn at the Opera Hotel Room, Free Breakfast",47514427,Jeffrey & Susan & Bryce,,Downtown/Civic Center,37.77864,-122.42226,Private room,198,2,146,2020-02-26,2.34,28,17,0,1031137
12987777,NEW Work /Play At North Beach for 4,331559,Sharon,,North Beach,37.80488,-122.40928,Entire home/apt,300,30,41,2017-01-02,0.63,2,363,0,
12999869,The Peacock Room in Chic San Francisco Home- Views,3617002,Sarah & Pankaj,,Potrero Hill,37.76063,-122.40508,Private room,353,1,186,2020-02-20,2.86,7,0,0,STR-0002964
13021294,Prime Nob Hill Luxury Condo,22860305,Matthew & Jessie,,Nob Hill,37.79226,-122.41063,Entire home/apt,251,30,72,2021-02-14,1.10,1,365,6,City Registration Pending
13033493,Spacious Room with Street Parking,16385813,Lisa,,Excelsior,37.72377,-122.41818,Private room,120,30,4,2016-06-01,0.06,1,358,0,STR-0000666
13096400,SF Hotel Studio: Union Square (11),22267033,Jennifer,,Downtown/Civic Center,37.78848,-122.41129,Entire home/apt,292,2,22,2020-01-16,0.40,19,360,0,License not needed per OSTR
13100047,SF Hotel Studio: Union Square (12),22267033,Jennifer,,Downtown/Civic Center,37.78694,-122.40967,Entire home/apt,306,2,18,2019-10-25,0.28,19,360,0,License not needed per OSTR
13120626,SFMission District Roof Deck Retreat,72788131,Dan,,Mission,37.7563,-122.41114,Entire home/apt,160,30,4,2021-11-01,0.09,2,364,2,
13127954,"Half Price - Moroccan Suite, Chic San Francisco Home, Views",3617002,Sarah & Pankaj,,Potrero Hill,37.76095,-122.40534,Private room,144,1,361,2021-11-21,5.47,7,19,27,STR-0001405
13128357,"Lotus❤️Breakfast, Parking, New,W/D,Awesome Sunsets",3617002,Sarah & Pankaj,,Potrero Hill,37.76164,-122.40446,Private room,130,1,334,2021-11-07,5.24,7,30,14,STR-0001405
13186688,House by Golden Gate park & beach. Clean & safe.,15050419,Kate,,Inner Richmond,37.77795,-122.47583,Entire home/apt,400,3,9,2021-07-18,0.14,1,2,1,STR-0002737
13190103,Hotel Pac Hgts Queen Free Car ParkC,20850212,Young,,Marina,37.7975,-122.42544,Private room,99,1,93,2021-11-12,1.64,16,262,49,416468.0
13204198,Elegant 1x1 w/ Period Details in Mission/Dolores,4430421,Landmark,,Mission,37.75413,-122.4231,Entire home/apt,118,30,3,2021-08-28,0.06,146,154,1,
13219968,Expansive Family-Friendly Home in Noe Valley,25719685,Andrea,,Glen Park,37.7398,-122.42603,Entire home/apt,764,3,18,2021-11-28,0.72,1,0,6,STR-0001804
13220623,Hip Minimalist Flat by the Beach,16010762,Carleen,,Outer Sunset,37.76265,-122.49688,Entire home/apt,202,2,369,2021-11-29,6.37,1,55,40,STR-0001696
13224465,Modern Fisherman's Wharf Condo W/ Amazing Views,55198843,Nikko And Tienlyn,,Russian Hill,37.80614,-122.41996,Entire home/apt,310,7,5,2019-06-18,0.08,1,356,0,License not needed per OSTR
13233167,13cUCSF/GG Park private rm n ba. w shared  kitchen,68432368,Brian,,Inner Sunset,37.7637,-122.47129,Private room,62,30,57,2018-06-02,1.15,4,265,0,STR-0001736
13239272,Bright & Beautiful Flat in Fantastic Neighborhood,1099605,Meghan,,Inner Richmond,37.77614,-122.47758,Entire home/apt,500,7,22,2021-07-03,0.79,1,73,2,STR-0003107
13239943,Hotel Pac Hgts 2 Bed Free Car ParkF,20850212,Young,,Pacific Heights,37.7971,-122.42438,Private room,119,1,216,2021-10-24,4.41,16,255,17,FY 2017-18
13263750,Hotel Pac Hgts 2 Bed Free Car ParkG,20850212,Young,,Marina,37.79909,-122.42424,Private room,119,1,168,2021-11-19,3.11,16,264,12,416468.0
13264364,Studio at Donatello Hotel near Union Square,47514427,Jeffrey & Susan & Bryce,,Downtown/Civic Center,37.78784,-122.41036,Private room,187,2,80,2020-02-06,1.20,28,22,0,1031137
13265498,Hotel Pac Hgts 2 Bed Free Car ParkH,20850212,Young,,Russian Hill,37.79934,-122.42407,Private room,119,1,79,2021-09-06,1.39,16,261,7,416468.0
13276083,Serene Downtown Condo,1479964,James,,South of Market,37.78801,-122.38969,Entire home/apt,169,30,1,2017-05-23,0.02,18,93,0,
13284332,Studio at Donatello Hotel near Union Square,47514427,Jeffrey & Susan & Bryce,,Downtown/Civic Center,37.78784,-122.41036,Private room,187,2,78,2019-12-11,1.98,28,21,0,1031137
13284618,Studio at Donatello Hotel near Union Square,47514427,Jeffrey & Susan & Bryce,,Downtown/Civic Center,37.78784,-122.41036,Private room,187,2,100,2020-02-27,1.95,28,21,0,1031137
13293285,"Private MiniStudio/UCSF,SFSU,GGPark",64351162,Vlad & Ira,,Outer Sunset,37.7566,-122.48748,Entire home/apt,81,1,298,2021-11-14,4.99,2,110,32,STR-0003833
13299858,"Guests Often Say, This Is the Best Airbnb They've Stayed In",7630810,Michael,,Mission,37.77061,-122.42416,Entire home/apt,970,2,68,2021-09-06,1.03,3,0,3,STR-0002668
13312818,NWPT4433-Newly Decorated 1 Bedroom at Embarcadero,6774460,Sylvia,,North Beach,37.80453,-122.40429,Entire home/apt,181,30,0,,,7,365,0,
13315077,Bernal Heights Entire Suite near Cortland Ave,75262645,Evelyn,,Bernal Heights,37.74152,-122.40965,Private room,137,1,37,2021-11-14,1.92,1,172,19,STR-0004562
13318584,Bingo. Private-Modern-Remodeled SF Guest Suite,75307977,Rigo,,Excelsior,37.72492,-122.40852,Entire home/apt,154,2,264,2021-11-21,5.05,1,66,29,STR-0002694
13332858,Luxury Potrero Hill/Dogpatch Condo,1700631,Rob,,Potrero Hill,37.76427,-122.39312,Entire home/apt,200,30,57,2020-06-28,0.89,1,128,0,STR-0001581
13335441,"Peaceful room in Castro Edwardian, with views.",5066857,Ryan,,Castro/Upper Market,37.76067,-122.44035,Private room,150,30,0,,,1,0,0,
13342870,Wonderful 2 bedroom Dolores Park Flat.,9632192,Susan,,Mission,37.75525,-122.42408,Entire home/apt,120,30,4,2021-03-20,0.06,12,324,2,
13343657,Super Cute Inner Richmond Room #3,23719876,Yumi,,Inner Richmond,37.78158,-122.47609,Private room,85,30,10,2021-07-15,0.16,15,296,4,
13393846,"Hotel 2 bathroom suite for four, free breakfast",47514427,Jeffrey & Susan & Bryce,,Downtown/Civic Center,37.77864,-122.42226,Private room,338,2,53,2021-11-01,1.18,28,5,3,1031137
13430730,Sunny Top-Floor Flat in San Francisco!,13408956,Kurt & Pedro,,Castro/Upper Market,37.76425,-122.44025,Entire home/apt,115,30,23,2021-05-31,0.36,1,125,1,
13443665,Tranquility 2 Bdrm Home Near Transit & SFO,10786181,Deborah,,Ocean View,37.72131,-122.45217,Entire home/apt,144,30,57,2021-03-27,1.12,2,354,2,City registration pending
13464987,"""THE CAROUSEL ROOM"" in the CASTRO--Convenient!",462956,Connie,,Castro/Upper Market,37.76416,-122.43048,Private room,60,1,256,2021-11-27,3.89,1,145,44,STR-0003935
13465756,Private Room in a Cute Apartment—Fun Neighborhood,3584706,Benjamin,,North Beach,37.79983,-122.40571,Private room,85,30,8,2019-12-03,0.21,1,311,0,
13530616,Charming Studio by Union Square & Hilton SF!,4430421,Landmark,,Downtown/Civic Center,37.78603,-122.41167,Entire home/apt,79,30,1,2018-10-13,0.03,146,153,0,
13561311,Storybook Studio in Russian Hill,1479964,James,,Russian Hill,37.79966,-122.4154,Entire home/apt,145,30,1,2019-06-11,0.03,18,152,0,
13563865,Family friendly 4 bdrm house by Golden Gate Park,78172368,Alina,,Inner Richmond,37.7757,-122.4638,Entire home/apt,895,3,6,2017-11-10,0.21,1,19,0,STR-0001648
13574259,"Relaxing Home with Views, Yard & Chef's Kitchen",30789097,Rachel,,Castro/Upper Market,37.76159,-122.44218,Entire home/apt,545,7,6,2021-11-06,0.10,1,177,1,STR-0001729
13579169,Remodeled Studio located in the heart of SF,5014272,Luke And Sue,,Castro/Upper Market,37.76046,-122.44555,Entire home/apt,250,30,17,2021-07-21,0.27,2,0,2,
13585679,Sunny and Modern Apartment in the Mission District,78443561,Cynthia,,Mission,37.75188,-122.4119,Entire home/apt,160,3,167,2021-11-29,2.95,1,325,3,STR-0001360
13603043,"Eco, Tidy & Quiet Designer Suite / Noe Valley",2019781,Shal,,Noe Valley,37.75348,-122.43095,Entire home/apt,240,3,139,2021-11-24,2.49,1,45,30,Approved by government
13625546,Stylish  Garden Apartment,49532950,Audrey,,Mission,37.75329,-122.4113,Entire home/apt,128,2,222,2021-11-28,5.48,1,271,44,STR-0004484
13654134,Pacific Heights Stunning Studio Condo,79305198,Christina,,Pacific Heights,37.79225,-122.4338,Entire home/apt,150,30,20,2021-09-03,0.45,1,123,4,
13669721,Home Away From Home in the Sunnyside,69670960,William,,Outer Mission,37.73189,-122.4511,Entire home/apt,225,4,142,2021-11-17,2.19,1,135,30,STR-0001228
13685131,Private Studio with Outdoor Deck,79700074,Marty,,Bernal Heights,37.73657,-122.4168,Private room,115,2,144,2021-11-17,2.78,1,320,14,STR-0001852
13687255,Adorable Victorian in Potrero Hill,32534976,Palmore,,Potrero Hill,37.76077,-122.39654,Entire home/apt,450,2,44,2021-08-22,0.87,1,329,2,City Registration Pending
13734123,3BR Home by the Beach w/ Free Parking & Laundry!,4582677,Felix,,Parkside,37.73788,-122.4944,Entire home/apt,313,30,96,2018-02-24,1.55,2,180,0,STR2017-000049
13764695,Family-friendly house in San Francisco hills,1040664,Erin,,West of Twin Peaks,37.73746,-122.45944,Entire home/apt,225,30,1,2019-04-28,0.03,1,0,0,
13768233,2 Quiet Bedrooms in Stunning Spacious Home,8280568,Barbara,,Noe Valley,37.74563,-122.42465,Private room,207,3,9,2021-10-03,0.14,1,0,4,STR-0000250
13769493,"Enjoy space, quiet, views and easy parking",15376205,Simon,,Bayview,37.71647,-122.38993,Private room,50,1,56,2021-08-07,1.05,3,0,5,STR-0002472
13774014,Home SUITE Home,2993432,Lauren,,Bayview,37.73552,-122.40474,Entire home/apt,153,3,272,2021-11-27,4.22,1,63,49,STR-0002659
13788581,Chic Apartment with Backyard in Pacific Heights,3495695,Ryan,,Pacific Heights,37.78981,-122.44104,Entire home/apt,500,2,53,2021-09-27,0.95,1,144,12,STR-0001399
13788740,3BR-2B light-filled house 10 min from hip Mission,2259098,Thuy (Hang),,Excelsior,37.72433,-122.43216,Entire home/apt,203,7,30,2021-08-14,1.05,2,154,5,Pending Application
13806046,"Large room, private bathrm, Walk to Outside Lands",81226014,Lynn & Ray,,Outer Sunset,37.75814,-122.48835,Private room,104,1,101,2021-11-08,3.02,4,26,3,STR-0002789
13810224,Spacious Noe Valley Hideaway w Private Deck & View,15284484,Lochlann,,Noe Valley,37.74794,-122.43881,Entire home/apt,200,1,140,2021-11-01,4.44,2,147,22,STR-0004463
13815533,Sunset Tranquility,10460597,Doug & Trish,,Parkside,37.74562,-122.50176,Entire home/apt,175,2,115,2021-10-14,1.76,1,334,9,STR-0001627
13845578,"Hot tub, king bed, garden, private, quiet, clean",9194713,Lance,,Visitacion Valley,37.71854,-122.40355,Entire home/apt,161,1,502,2021-11-24,7.88,6,11,152,STR-0003223
13883766,"SF Union Square, unbeatable location! (1)",22267033,Jennifer,,Downtown/Civic Center,37.78903,-122.40986,Entire home/apt,306,2,6,2018-07-23,0.12,19,360,0,License not needed per OSTR
13884730,Studio hotel suite near Union Square & Nob Hill,70722023,Michael,,Chinatown,37.79056,-122.4071,Entire home/apt,95,2,64,2019-02-15,1.22,57,0,0,382559.0
13885609,Luxury Westwood Manor,78610776,Maggie,,West of Twin Peaks,37.72681,-122.45863,Private room,120,30,0,,,1,364,0,
13896608,"SF Union Square, unbeatable location! (2)",22267033,Jennifer,,Downtown/Civic Center,37.7888,-122.40926,Entire home/apt,293,2,17,2020-01-16,0.33,19,360,0,License not needed per OSTR
13939822,Large Vict. with one bedroom and two full bths.,880855,Tony,,Western Addition,37.77074,-122.43098,Entire home/apt,180,30,3,2021-07-16,0.96,2,142,3,
13973341,"Donatello, King Size Bed, near Moscone",11638127,Dave,,Downtown/Civic Center,37.78744,-122.40924,Private room,219,1,5,2019-11-22,0.19,5,0,0,License not needed per OSTR
13980263,Garden Hideaway-Trendy Mission Area,75978,Del,,Mission,37.75256,-122.40505,Private room,91,3,14,2021-11-15,0.22,3,71,3,STR-0004333
13999742,"New 3BR/2BA - Inner Sunset,  A+ Location",19191703,Eric,,Inner Sunset,37.76344,-122.46967,Entire home/apt,295,3,143,2019-12-08,2.72,1,0,0,STR-0004395
14008953,Unwind in an Edwardian Home near Dolores Park,1374982,Jeff,,Mission,37.75956,-122.42549,Entire home/apt,350,5,8,2019-11-23,0.16,1,0,0,STR-0004988
14029388,Charming Sunny Studio Blocks from Union Square!,4430421,Landmark,,Downtown/Civic Center,37.78374,-122.41007,Entire home/apt,81,30,1,2021-08-24,0.29,146,158,1,
14029901,"Gay-owned, Victorian gem in The Castro",2048437,Lance And Nils,,Castro/Upper Market,37.75701,-122.43551,Private room,98,2,136,2021-11-22,2.15,1,348,11,STR-0001918
14030807,Modern 2 bedroom in SF's charming Castro district,84011857,Preston,,Castro/Upper Market,37.75803,-122.44189,Entire home/apt,150,30,57,2020-06-03,0.95,2,218,0,City registration pending
14043110,"Spacious Beauty, 3Beds, Kitchen, Easy Parking,Desk",84154713,Sean,,Bayview,37.72868,-122.38836,Private room,55,5,307,2021-10-31,4.86,3,0,23,STR-0001844
14049725,"Gorgeous views, Family/Pet friendly & Workspace",36752,Teresa,,Bayview,37.7188,-122.3958,Entire home/apt,198,30,29,2021-09-18,0.55,1,349,3,
14058613,Spacious & Modern 1 BR / 1 BA - Central Location!,84370701,Marc & Elena,,Nob Hill,37.78943,-122.41845,Entire home/apt,99,30,33,2021-08-01,0.76,1,37,4,
14126085,Cute one bedroom in Cole Valley!,10969885,Jane,,Haight Ashbury,37.76525,-122.45078,Entire home/apt,175,30,68,2018-11-30,1.06,1,39,0,STR-0001845
14139656,"Uniquely cool top floor near Dolores, roof deck",9151990,Roxy,,Mission,37.76119,-122.42115,Entire home/apt,600,2,60,2021-07-12,0.92,1,27,6,STR-0001999
14166343,Sanctuary in the City,57571078,Carol,,Excelsior,37.71692,-122.43118,Entire home/apt,249,7,26,2019-09-30,0.49,1,178,0,STR-0004903
14179987,Studio in Marina Close to Presidio with Parking,399069771,Marina Motel,,Marina,37.80028,-122.44278,Entire home/apt,178,2,306,2021-11-28,5.22,12,342,18,38662-01-001
14180539,Spacious Private Bedroom & Skylight,547669,Jamie,,Outer Sunset,37.75706,-122.49812,Private room,70,30,3,2019-08-31,0.05,4,364,0,
14189398,Private Bedroom Attached Half Bath,547669,Jamie,,Outer Sunset,37.75721,-122.49795,Private room,90,30,0,,,4,364,0,
14190524,Garage Studio,1776403,Ken,,Mission,37.75624,-122.411,Entire home/apt,117,14,5,2021-10-22,0.11,5,40,3,STR-0000166
14206695,Stylish Nob Hill;  Mid Century Modern; Parking,985427,Meredith,,Nob Hill,37.79107,-122.41131,Entire home/apt,125,30,16,2021-10-03,0.27,1,260,4,N/A - 30 day plus tenancy required
14214684,Modern Noe Valley Luxury - Your Luxe Urban Oasis!,1031942,Rachel,,Noe Valley,37.75034,-122.4308,Entire home/apt,228,30,15,2021-11-13,0.46,3,307,4,
14225205,Hidden Gem in West Soma,2517689,Michelle,,South of Market,37.77311,-122.41649,Entire home/apt,148,30,85,2019-04-23,1.54,1,0,0,XXXXXXXX
14255278,Central San Francisco Living in a Victorian Townhouse,36140663,Jack,,Inner Richmond,37.77946,-122.46164,Entire home/apt,249,2,29,2021-09-06,0.55,1,3,4,STR-0004244
14266916,Recharge in Lush Gardens in the Heart of Bernal Heights,36287559,Marie & Laurent,,Bernal Heights,37.73771,-122.4164,Entire home/apt,190,3,201,2021-11-29,3.12,1,195,21,STR-0001998
14282647,Hudson House,7119658,Kelly,,Bayview,37.73971,-122.38515,Entire home/apt,225,3,60,2021-11-29,3.91,1,12,46,pending
14294502,"In the ♥ of Noe Valley, a few blocks from lots of restaurants, groceries and boutiques",87281847,Pam,,Noe Valley,37.75184,-122.43703,Entire home/apt,130,30,6,2021-07-01,0.10,1,114,1,
14299097,Modern 4Bd Edwardian Renovated Flat,10162964,Shelley,,Mission,37.75748,-122.42204,Entire home/apt,218,30,13,2021-09-12,0.21,5,305,5,
14314506,"Furn 1 Bdrm 1 Ba Ocean VU, W/D, 3 MO MIN ALL UTIL",20818179,Dave,,Outer Sunset,37.7642,-122.50583,Entire home/apt,117,90,0,,,3,364,0,
14323059,Garden Studio Oasis in NOPA,69455081,Jp,,Western Addition,37.77845,-122.44028,Entire home/apt,149,6,143,2021-08-29,3.31,1,64,1,STR-0003505
14339856,Luxury Condo - 1 Bed 1 Bath - Private Condo,7088871,Shadi,,South of Market,37.78778,-122.39185,Entire home/apt,175,30,13,2021-09-18,0.21,2,365,2,City registration pending
14352641,Explore the Castro Area from a Stylish Condo,2307833,Scott,,Castro/Upper Market,37.7649,-122.4323,Entire home/apt,355,30,9,2021-09-15,0.43,1,0,2,
14355639,Chic Modern North Beach Flat,2032250,Brian & Sara,,North Beach,37.80693,-122.41302,Entire home/apt,233,2,74,2021-11-14,1.71,1,0,21,STR-0004840
14358722,Guest Room in totally remodeled Mission Victorian,40426550,Kagan,,Outer Mission,37.71027,-122.44955,Private room,70,31,6,2018-07-31,0.12,4,365,0,
14374783,Spectacular Flat by Ocean Beach- 30 day minimum,49499644,Denise,,Seacliff,37.78023,-122.50839,Entire home/apt,175,30,4,2019-11-22,0.07,1,218,0,
14404663,Casa Martony and Zen Garden,2275870,Martina,,Outer Mission,37.72723,-122.43805,Entire home/apt,1000,7,2,2019-01-02,0.07,3,0,0,STR-0002514
14406178,"Beautiful Spacious apt in Noe Valley,San Francisco",8577866,Dana,,Outer Richmond,37.77822,-122.50239,Entire home/apt,178,30,5,2017-07-25,0.08,2,87,0,
14422371,"2 Rooms, 5 Beds, Kitchen, Free Parking, Priv. Apt.",84154713,Sean,,Bayview,37.7279,-122.38905,Entire home/apt,103,2,313,2021-11-22,5.23,3,14,12,STR-0001844
14450414,Spacious Artist's Studio in Heart of the Mission,83854925,Jesse,,Mission,37.75203,-122.41338,Entire home/apt,90,30,50,2021-11-03,0.81,1,300,5,
14451638,Large Bedroom & Private Bathroom in SF Home,86027378,Ernest,,Excelsior,37.72516,-122.42042,Private room,48,30,45,2021-08-30,0.72,7,338,1,STR-0001552
14452358,Two bedroom flat a block from Ocean Beach,3120119,Kathleen,,Outer Sunset,37.75161,-122.50635,Entire home/apt,295,30,23,2021-07-05,0.37,1,290,1,STR-0001609
14475808,Private Flat in SF,86027378,Ernest,,Excelsior,37.72599,-122.41867,Entire home/apt,85,30,73,2021-11-01,1.31,7,348,3,STR-0001552
14476185,Master bedroom in SF home.,86027378,Ernest,,Excelsior,37.72605,-122.4185,Private room,45,30,76,2021-08-13,1.27,7,336,2,STR-0001552
14488234,Cozy Duboce Triangle Bedroom with Private Bathroom,5161705,Jason And Jerrett,,Castro/Upper Market,37.76685,-122.43323,Private room,107,1,359,2021-07-20,5.72,2,306,8,STR-0001063
14490262,"Two Bedroom, Two Newly Renovated Bathrooms, Large Deck",6920252,Mary,,Potrero Hill,37.75673,-122.40261,Entire home/apt,309,4,95,2021-11-24,1.54,1,271,11,STR-0003948
14490343,"Modern 1BR near FiDi & Union Sq., Furnished–M2M",9965793,The Twist,,Chinatown,37.79094,-122.40724,Entire home/apt,123,30,0,,,8,0,0,
14501673,Downtown SF Studio Apartment Near Civic Center,10764661,Carlos & Graciela,,Downtown/Civic Center,37.78095,-122.42155,Entire home/apt,102,30,21,2021-10-31,0.45,4,221,2,
14505006,Telegraph Hill Suite Spot,8237509,Susann,,North Beach,37.80246,-122.40379,Entire home/apt,232,3,169,2021-11-21,2.93,1,316,24,STR-0000171
14538591,Separate  Entrance Big Studio near Beach and Park,41376640,Pauline,,Outer Sunset,37.76258,-122.50215,Entire home/apt,126,2,137,2021-12-02,3.21,1,63,39,STR-0003248
14553088,Airy Studio & Parking Spot in Central San Francisco,10764661,Carlos & Graciela,,Downtown/Civic Center,37.78291,-122.41937,Entire home/apt,130,30,15,2021-06-20,0.65,4,347,2,
14553693,Charming Cottage in Haight-Ashbury Garden,94548508,Rosa,,Haight Ashbury,37.77282,-122.43798,Entire home/apt,160,3,203,2021-11-27,3.22,1,277,27,STR-0004068
14576746,Hidden Cottage in Noe Valley,1154836,Ginger,,Noe Valley,37.74997,-122.43108,Entire home/apt,250,1,14,2017-10-14,0.31,3,351,0,STR-0004600
14577765,Private room located in SF,86027378,Ernest,,Excelsior,37.72528,-122.41863,Private room,41,30,55,2021-03-18,0.87,7,362,2,STR-0001552
14588279,32 Parkside cozy new built studio w/priv. entrance,35352879,Aaron,,Parkside,37.74462,-122.48958,Private room,56,30,8,2021-10-31,0.71,4,52,4,
14611058,Room in Penthouse!,73070632,Tina,,Crocker Amazon,37.70921,-122.44881,Private room,38,31,24,2021-09-04,0.37,5,347,3,1084922
14611546,Chic North Waterfront Condo with Parking!,1479964,James,,North Beach,37.80408,-122.40525,Entire home/apt,185,30,5,2021-08-15,0.10,18,242,1,
14619235,Renovated 1930s Home with Lush Garden,5043788,Irene,,Noe Valley,37.74744,-122.43685,Entire home/apt,350,3,91,2021-11-01,1.72,1,39,13,STR-0001873
14640100,Stunning Penthouse in a Remodeled Victorian Home,2178251,Daniel,,Western Addition,37.76971,-122.42841,Private room,998,30,12,2017-02-01,0.19,2,180,0,
14651109,Newly Remodeled Home in SF Parkside District,90982770,Tony,,Parkside,37.74634,-122.47161,Entire home/apt,425,2,44,2018-07-22,0.86,1,0,0,STR-0004743
14653250,"Charming full floor flat near ocean,city, woods.",4141253,Les,,Outer Richmond,37.77773,-122.49431,Entire home/apt,179,30,11,2021-11-02,0.18,2,78,3,
14654471,Affordable private room in SF,86027378,Ernest,,Excelsior,37.726,-122.41857,Private room,45,30,52,2021-09-30,0.82,7,338,3,STR-0001552
14673134,Bernal Heights Garden Studio,39655178,Jeff,,Bernal Heights,37.73711,-122.42345,Entire home/apt,135,30,28,2021-10-25,0.45,1,150,1,City registration pending
14691164,3 mins walk to Castro Neighborhood & transport,31069921,Tim,,Castro/Upper Market,37.76421,-122.43397,Entire home/apt,280,30,133,2021-11-19,2.49,1,90,15,STR-0002380
14705126,Large Bright 2 Bedroom w L Deck & One Free Parking,91464797,Un Kuan (Anna),,Outer Sunset,37.76234,-122.49349,Entire home/apt,232,2,295,2021-11-01,5.14,1,255,17,STR-0002033
14710249,#3 Private Room in Hostel-Style House in Bayview,27123550,Jacquelyn,,Bayview,37.73216,-122.38985,Private room,56,30,24,2021-08-15,0.38,4,71,2,
14714307,Cozy Corner 1x1 in the Sunny Mission!,4430421,Landmark,,Mission,37.76598,-122.41745,Entire home/apt,104,30,1,2019-09-01,0.04,146,235,0,
14759973,Beautiful and Large Mission Oasis,12654522,Shaelyn,,Mission,37.75894,-122.41187,Entire home/apt,275,3,18,2021-08-27,0.30,1,0,1,STR-0004477
14760041,Bright and Spacious Lower 2BD Flat Inner Sunset,92031637,Kimberley,,Inner Sunset,37.76155,-122.47044,Entire home/apt,205,2,24,2019-12-13,0.45,1,0,0,STR-0003254
14763705,"Newly Remodeled, Totally Private Suite W/Parking",92075817,Joe,,Ocean View,37.71852,-122.4563,Entire home/apt,106,1,484,2021-11-29,7.70,1,254,106,STR-0001706
14775913,Twin Peaks charm,48003274,Voytek,,Twin Peaks,37.75023,-122.44912,Entire home/apt,316,3,85,2021-11-01,1.36,1,338,10,STR-0001468
14802586,Garden Studio in the Lower Haight,78451071,Michael,,Western Addition,37.7716,-122.43245,Entire home/apt,115,30,149,2021-10-17,2.40,1,165,29,pending
14804950,"Stylish, private studio in Bernal Heights",24949158,Angela,,Bernal Heights,37.74486,-122.41814,Entire home/apt,105,1,559,2021-11-24,12.79,2,6,92,STR-0002030
14808208,Inner Sunset Sanctuary,7325515,Jo Anne,,Inner Sunset,37.76094,-122.46439,Entire home/apt,166,30,49,2021-09-04,0.84,4,291,2,City registration pending
14841442,"Private room(Yellow)near CCSF, easy parking, quiet",86083871,Kina,,West of Twin Peaks,37.7284,-122.45757,Private room,42,30,20,2021-09-12,0.31,3,119,3,
14845574,Cole Valley Jewel 1 BR,92916855,Patricia,,Inner Sunset,37.76601,-122.45435,Entire home/apt,130,30,44,2021-01-06,1.96,1,290,1,
14869018,Spacious house with splendid views & 4 car garage,9349676,Janani,,Bayview,37.73362,-122.39513,Entire home/apt,166,30,4,2017-06-25,0.07,1,117,0,
14869150,Sunny + Large 1 Bedroom near Fillmore/Divisadero,47112373,Fiona,,Western Addition,37.78522,-122.44436,Entire home/apt,254,3,52,2021-11-26,0.92,1,0,4,STR-0001733
